iter	RMSE
532	0.07930241746
533	0.07914394345
534	0.07909383229
535	0.07904815729
536	0.07895387814
537	0.0788460294
538	0.07876367271
539	0.07865828805
540	0.07861753508
541	0.07850910623
542	0.07841920391
543	0.07836859279
544	0.07822669864
545	0.07814985837
546	0.07800793333
547	0.077943601
548	0.07788806984
549	0.07779681764
550	0.07774899143
551	0.0777114798
552	0.07767289991
553	0.0775940286
554	0.07750138317
555	0.07744979598
556	0.07740843548
557	0.07733218447
558	0.07727043535
559	0.07723885936
560	0.07716468526
561	0.0770185965
562	0.07684683125
563	0.07679752029
564	0.07670164068
565	0.07667282443
566	0.0766414013
567	0.07650837971
568	0.07641521131
569	0.07633739501
570	0.0763056251
571	0.07616620508
572	0.07609877411
573	0.07600340254
574	0.07584472517
575	0.07578213801
576	0.07562000787
577	0.07558076167
578	0.07548877956
579	0.07542950033
580	0.07537704641
581	0.0753367343
582	0.07524088825
583	0.07515480218
584	0.07501100517
585	0.0749013658
586	0.07485994352
587	0.07482633222
588	0.07472441178
589	0.0745696081
590	0.07453361368
591	0.07449037887
592	0.07440903288
593	0.07432815196
594	0.07429525937
595	0.07420369525
596	0.07405338561
597	0.07400475922
598	0.07397370306
599	0.07395244539
600	0.07383194232
601	0.07378475404
602	0.07370851975
603	0.07365732811
604	0.07362643666
605	0.07358595002
606	0.07350001367
607	0.07346957744
608	0.07336029586
609	0.07331908162
610	0.07329657702
611	0.07323498622
612	0.07320025877
613	0.07319482509
614	0.07315602431
615	0.07311513703
616	0.07308776503
617	0.07295806075
618	0.07288030521
619	0.07281839517
620	0.07278915224
621	0.07276103095
622	0.07270787209
623	0.07268464265
624	0.07260026103
625	0.07257758759
626	0.07246805586
627	0.0724076194
628	0.0723764424
629	0.07235041155
630	0.07226710065
631	0.07220906018
632	0.07211940423
633	0.07210167263
634	0.07204460673
635	0.0720070364
636	0.07196723461
637	0.07187637524
638	0.07182476833
639	0.07179803319
640	0.07177335638
641	0.07164926408
642	0.0715076096
643	0.07145982467
644	0.07139333756
645	0.07136259271
646	0.07127495883
647	0.07125889724
648	0.07123676508
649	0.07115913225
650	0.07111875451
651	0.0710295414
652	0.0709454276
653	0.07090669444
654	0.07087667693
655	0.07075792967
656	0.07062274864
657	0.0706016496
658	0.07048932347
659	0.07046119693
660	0.07044736194
661	0.07043357065
662	0.07040725028
663	0.07036434901
664	0.07028906963
665	0.07023567104
666	0.07019929679
667	0.07012955015
668	0.07004390355
669	0.06996588812
670	0.06992767809
671	0.0699027945
672	0.06986397293
673	0.06975817312
674	0.06967098183
675	0.06963377888
676	0.0696050866
677	0.06956916723
678	0.06951716764
679	0.06938943916
680	0.0693652095
681	0.06932869079
682	0.06930117804
683	0.06929665079
684	0.0692521026
685	0.06920460203
686	0.06918878074
687	0.06914943771
688	0.06912455775
689	0.06910666187
690	0.06909301515
691	0.06907038423
692	0.06902693916
693	0.06900980775
694	0.06893312719
695	0.0688902806
696	0.0688700509
697	0.0687654002
698	0.06868986901
699	0.06863451998
700	0.06854360863
701	0.06847772647
702	0.068381073
703	0.06832472146
704	0.06827508557
705	0.06824877439
706	0.06819401009
707	0.06817335348
708	0.06813875828
709	0.06809562976
710	0.06804128457
711	0.06800408921
712	0.06795523059
713	0.06790790764
714	0.06789898886
715	0.06788188811
716	0.06780820544
717	0.06778238171
718	0.06771876733
719	0.06769995151
720	0.06765281685
721	0.0676074384
722	0.06759571482
723	0.06756267402
724	0.06752012693
725	0.06746508688
726	0.06743141366
727	0.06742211879
728	0.06735035698
729	0.06734417891
730	0.06730234248
731	0.06724526209
732	0.06721035681
733	0.06718031125
734	0.06714384258
735	0.06711406686
736	0.06709317649
737	0.06705795976
738	0.06703462317
739	0.06697111273
740	0.06694445827
741	0.06691315407
742	0.06684354172
743	0.06682717831
744	0.06673357821
745	0.06671113708
746	0.06666907767
747	0.0666175353
748	0.06657541314
749	0.06656216838
750	0.06655110872
751	0.06649577643
752	0.06644392166
753	0.06637313129
754	0.06634142928
755	0.06630324166
756	0.06628407663
757	0.06621133066
758	0.06615407205
759	0.06614601229
760	0.06605987249
761	0.06600405235
762	0.06591331092
763	0.06588223302
764	0.06579918586
765	0.06577624608
766	0.06569367032
767	0.06565811775
768	0.06563305766
769	0.06560933406
770	0.06559345662
771	0.06555841365
772	0.06552930538
773	0.06550290334
774	0.06547444714
775	0.06546570988
776	0.06542847669
777	0.06540058426
778	0.06537901621
779	0.06535919432
780	0.06533433436
781	0.06532455941
782	0.06529728913
783	0.06523869515
784	0.06518841672
785	0.06516841096
786	0.06510854234
787	0.06508125397
788	0.06503306545
789	0.06496759138
790	0.06492836862
791	0.06483686533
792	0.06480517267
793	0.06474048597
794	0.06473391951
795	0.06466668191
796	0.06464651457
797	0.06462500327
798	0.0645208764
799	0.06449537741
800	0.06446243869
801	0.06441860299
802	0.06438908024
803	0.06429684298
804	0.06421813972
805	0.06416608271
806	0.06411374238
807	0.06409963992
808	0.06403089294
809	0.06398614931
810	0.06397277857
811	0.06393916488
812	0.06389729801
813	0.06385308425
814	0.06383603852
815	0.06379592921
816	0.06379229791
817	0.06374831316
818	0.0636869263
819	0.06365469178
820	0.06361000058
821	0.06356449813
822	0.0635430213
823	0.06350935921
824	0.06347262
825	0.06343691248
826	0.06340162438
827	0.06335267499
828	0.06331826685
829	0.06330559849
830	0.06326006649
831	0.06322816374
832	0.06321511302
833	0.06318842001
834	0.06317472645
835	0.06313217509
836	0.06303422378
837	0.06297136785
838	0.06292193784
839	0.06288916785
840	0.06283280227
841	0.0627984925
842	0.0627765197
843	0.06273755452
844	0.06272397142
845	0.06268303847
846	0.06265278747
847	0.06262649714
848	0.06255239709
849	0.06251248056
850	0.06250713184
851	0.06242373551
852	0.06238974099
853	0.0623187357
854	0.06227489723
855	0.06225196883
856	0.06223867061
857	0.06218770571
858	0.06215230171
859	0.06208044971
860	0.06203442986
861	0.06197734956
862	0.06196343676
863	0.06195619896
864	0.06187390027
865	0.06186634115
866	0.06184864617
867	0.06181250036
868	0.06179820944
869	0.06172631662
870	0.061707797
871	0.06161982533
872	0.06160270456
873	0.06159502885
874	0.06157143331
875	0.06153833033
876	0.06152570485
877	0.06150295002
878	0.06142380978
879	0.06141747227
880	0.0614053387
881	0.06139571577
882	0.0613313961
883	0.06126901423
884	0.06124974141
885	0.06123702419
886	0.06120648686
887	0.06115205905
888	0.06114570754
889	0.06111973385
890	0.06109810116
891	0.06109346861
892	0.06108057722
893	0.06105124102
894	0.06104193239
895	0.06103539653
896	0.06098501425
897	0.06094823484
898	0.06091908732
899	0.06086632514
900	0.06081589597
901	0.06075585383
902	0.06068451557
903	0.06063240308
904	0.06060715734
905	0.06057871883
906	0.06054372969
907	0.06051996943
908	0.06046273423
909	0.06041877544
910	0.06038969111
911	0.06033808015
912	0.06028214414
913	0.06025657614
914	0.06022498379
915	0.06017320511
916	0.06016885588
917	0.06014814134
918	0.06014424609
919	0.06012446203
920	0.06006612029
921	0.06004680918
922	0.06003577878
923	0.05998502966
924	0.05997631963
925	0.05992881859
926	0.05990301842
927	0.05984138342
928	0.05982572955
929	0.05978921514
930	0.05975779007
931	0.05973829642
932	0.05966812126
933	0.05965524935
934	0.0596449826
935	0.05964101953
936	0.05962362889
937	0.05958254248
938	0.05951544539
939	0.05948477804
940	0.05947365155
941	0.05946932399
942	0.05944007417
943	0.05941253346
944	0.05940299263
945	0.05934766497
946	0.05929822555
947	0.0592931709
948	0.05923596716
949	0.0591765503
950	0.05914897132
951	0.05914032937
952	0.05911931456
953	0.05911090051
954	0.05908510596
955	0.05907666847
956	0.0590322951
957	0.05898052207
958	0.05895185156
959	0.05892060934
960	0.05891618079
961	0.05885624202
962	0.05881252501
963	0.05876532878
964	0.05874402467
965	0.05874106896
966	0.05869360978
967	0.05867249394
968	0.05865383282
969	0.05864004982
970	0.05862120638
971	0.05858841501
972	0.05857787051
973	0.05855561126
974	0.05853821237
975	0.05850024021
976	0.05848888259
977	0.05848282568
978	0.05845329871
979	0.05844490262
980	0.05840618325
981	0.0583898771
982	0.05836835157
983	0.05833322929
984	0.05828932037
985	0.05826128195
986	0.05822370538
987	0.05816533851
988	0.05813623091
989	0.05808772255
990	0.05808534085
991	0.05808045257
992	0.05807160381
993	0.05805932451
994	0.05800278458
995	0.05795574943
996	0.057935992
997	0.05790628811
998	0.05788802778
999	0.05787073024
