marca,modelo,ano,color,tipo de combustible,puertas,transmision,motor,tipo de carroceria,fecha publicacion,kilometros,traccion,precio
peugeot,2008,2015,plateado,nafta,4,manual,1.6,suv,150,83000,fwd,15900000
peugeot,2008,2015,negro,nafta,4,manual,1.6,suv,41,107000,fwd,18164000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,12,78000,fwd,16900000
peugeot,2008,2016,marron,nafta,4,manual,1.6,suv,5,86750,fwd,17925000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,13,109000,fwd,17000000
peugeot,2008,2016,rojo,nafta,4,manual,1.6,suv,14,128000,fwd,16500000
peugeot,2008,2016,plateado,nafta,4,manual,1.6,suv,11,98000,fwd,14500000
peugeot,2008,2016,morado,nafta,4,manual,1.6,suv,40,79000,fwd,17900000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,60,139450,fwd,15500000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,41,90000,fwd,15800000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,10,85000,fwd,16000000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,52,99000,fwd,14990000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,150,130000,fwd,16013000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,7,90000,fwd,17327500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,9,40000,fwd,18000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,27,104000,fwd,16718050
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,11,96300,fwd,14500000
peugeot,2008,2016,plateado,nafta,4,manual,1.6,suv,1,78000,fwd,14900000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,53,119200,fwd,15700000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,19,154000,fwd,13800000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,27,86000,fwd,17447000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,90,115000,fwd,14937500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,30,89000,fwd,14220500
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,150,151000,fwd,13742500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,150,82500,fwd,15450000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,11,115000,fwd,15800000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,1,139000,fwd,15000000
peugeot,2008,2016,marron,nafta,4,manual,1.6,suv,60,73000,fwd,17327500
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,29,99782,fwd,13742500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,6,130000,fwd,14340000
peugeot,2008,2016,blanco,nafta,4,automatica,1.6,suv,60,80000,fwd,19900000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,38,121000,fwd,13742500
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,60,108000,fwd,15535000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,60,121000,fwd,19717500
peugeot,2008,2016,marron,nafta,4,manual,1.6,suv,90,146100,fwd,15523050
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,180,100000,fwd,15900000
peugeot,2008,2016,blanco,nafta/gnc,4,manual,1.6,suv,13,104403,fwd,17990000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,28,70000,fwd,17000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,51,85000,fwd,14937500
peugeot,2008,2016,gris,nafta,4,automatica,1.6,suv,19,97000,fwd,16132500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,60,93000,fwd,15535000
peugeot,2008,2016,morado,nafta,4,manual,1.6,suv,48,100000,fwd,14340000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,30,100000,fwd,14937500
peugeot,2008,2016,plateado,nafta,4,manual,1.6,suv,12,78000,fwd,14340000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,32,98000,fwd,15000000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,60,115400,fwd,17200000
peugeot,2008,2016,plateado,nafta,4,automatica,1.6,suv,19,103000,fwd,17900000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,120,90000,fwd,17400000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,47,67000,fwd,15900000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,60,92000,fwd,18500000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,2,97600,fwd,15200000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,270,109200,fwd,18300000
peugeot,2008,2016,marron,nafta,4,automatica,1.6,suv,1,73200,fwd,16500000
peugeot,2008,2016,rojo,nafta,4,manual,1.6,suv,7,98426,fwd,15300000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,27,80000,fwd,16132500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,47,90000,fwd,16900000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,60,85000,fwd,16132500
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,150,120000,fwd,16000000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,5,78900,fwd,19120000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,48,81000,fwd,17923805
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,5,83298,fwd,17686000
peugeot,2008,2016,marron,nafta,4,manual,1.6,suv,38,104000,fwd,17500000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,13,105000,fwd,14340000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,3,135000,fwd,16500000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,39,62774,fwd,16132500
peugeot,2008,2016,blanco,nafta,4,automatica,1.6,suv,90,108000,fwd,17805500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,120,94568,fwd,17000000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,48,135000,fwd,17800000
peugeot,2008,2016,rojo,nafta,4,manual,1.6,suv,150,78209,fwd,14925550
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,39,133000,fwd,17327500
peugeot,2008,2016,rojo,nafta,4,manual,1.6,suv,60,132000,fwd,13145000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,5,99782,fwd,15000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,60,80000,fwd,14937500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,365,107700,fwd,15999999
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,20,111111,fwd,15500000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,210,90000,fwd,18000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,7,81000,fwd,16132500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,14,60000,fwd,17500000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,28,94000,fwd,15900000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,210,90000,fwd,17327500
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,210,90000,fwd,16132500
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,10,91000,fwd,16371500
peugeot,2008,2016,marron,nafta,4,manual,1.6,suv,210,94000,fwd,16000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,14,90000,fwd,15500000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,23,82000,fwd,14340000
peugeot,2008,2016,plateado,nafta,4,manual,1.6,suv,23,126000,fwd,16000000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,52,105000,fwd,13742500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,14,99782,fwd,15200000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,21,85000,fwd,18000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,60,73000,fwd,17925000
peugeot,2008,2016,marron,nafta,4,manual,1.6,suv,90,52000,fwd,16800000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,270,74000,fwd,16132500
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,5,155000,fwd,13145000
peugeot,2008,2016,plateado,nafta,4,manual,1.6,suv,9,96000,fwd,15535000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,13,137000,fwd,14600000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,25,87000,fwd,16132500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,60,66000,fwd,16371500
peugeot,2008,2016,rojo,nafta,4,manual,1.6,suv,21,80000,fwd,17000000
peugeot,2008,2016,rojo,nafta,4,manual,1.6,suv,21,150000,fwd,15500000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,22,86500,fwd,14937500
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,1,121000,fwd,16132500
peugeot,2008,2016,azul,nafta,4,manual,1.6,suv,23,84000,fwd,20000000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,25,113000,fwd,16500000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,90,120000,fwd,17327500
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,90,92000,fwd,16500000
peugeot,2008,2016,gris,nafta,4,manual,1.6,suv,1,99782,fwd,16000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,12,92000,fwd,14500000
peugeot,2008,2016,blanco,nafta,4,automatica,1.6,suv,20,110000,fwd,17500000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,28,76856,fwd,17500000
peugeot,2008,2016,rojo,nafta,4,manual,1.6,suv,25,99782,fwd,13500000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,33,100000,fwd,15535000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,6,45000,fwd,18000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,6,95000,fwd,20000000
peugeot,2008,2016,blanco,nafta,4,manual,1.6,suv,27,89000,fwd,17500000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,11,138000,fwd,15000000
peugeot,2008,2016,negro,nafta,4,manual,1.6,suv,29,150000,fwd,16730000
peugeot,2008,2017,plateado,nafta,4,automatica,1.6,suv,6,41000,fwd,18900000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,10,87000,fwd,19750000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,12,90000,fwd,17500000
peugeot,2008,2017,negro,nafta,4,automatica,1.6,suv,13,65000,fwd,17900000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,47,66359,fwd,17900000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,60,95000,fwd,17900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,33,71000,fwd,17327500
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,60,105000,fwd,15490000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,150,80000,fwd,17900000
peugeot,2008,2017,blanco,nafta,4,automatica,1.6,suv,365,114653,fwd,16190000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,48,83000,fwd,16500000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,11,86000,fwd,16500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,12,54000,fwd,17327500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,76000,fwd,15535000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,11,43000,fwd,17900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,12,88000,fwd,16900000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,60,97000,fwd,16800000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,47,115000,fwd,16730000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,10,110000,fwd,16800000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,5,80000,fwd,19118805
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,44,106844,fwd,15996358
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,5,74000,fwd,16500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,10,86000,fwd,17500000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,27,72000,fwd,17327500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,46,114000,fwd,16900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,32,100000,fwd,15535000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,14,101000,fwd,16500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,116000,fwd,19000500
peugeot,2008,2017,rojo,nafta,4,automatica,1.6,suv,60,71300,fwd,17793550
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,9,129000,fwd,15900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,20,77000,fwd,15057000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,60,79000,fwd,16969000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,3,60000,fwd,19120000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,15,89000,fwd,18522500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,60,69500,fwd,17327500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,58,80000,fwd,17447000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,1,98000,fwd,16132500
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,4,76000,fwd,14900000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,13,42500,fwd,18800000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,20,70000,fwd,16132500
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,50,86000,fwd,16000000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,107000,fwd,16730000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,3,80000,fwd,16800000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,20,80000,fwd,18800000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,35,98000,fwd,17900000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,17,48550,fwd,17900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,29,95000,fwd,15400000
peugeot,2008,2017,blanco,nafta/gnc,4,manual,1.6,suv,6,50000,fwd,17990000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,44,42500,fwd,18600000
peugeot,2008,2017,blanco,nafta,4,automatica,1.6,suv,41,43000,fwd,19478500
peugeot,2008,2017,negro,nafta,4,automatica,1.6,suv,7,88000,fwd,17327500
peugeot,2008,2017,plateado,hibrido/nafta,4,manual,1.6,suv,5,106540,fwd,16590000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,45,85000,fwd,19000500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,13,92000,fwd,18403000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,12,150000,fwd,14579000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,19,150000,fwd,14700000
peugeot,2008,2017,blanco,nafta/gnc,4,automatica,1.6,suv,28,95768,fwd,16132500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,45,67000,fwd,17500000
peugeot,2008,2017,gris,nafta/gnc,4,manual,1.6,suv,90,68000,fwd,19500000
peugeot,2008,2017,rojo,nafta,4,manual,1.6,suv,180,93000,fwd,17700000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,114000,fwd,17800000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,100000,fwd,19899000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,21,113328,fwd,17500000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,23,137000,fwd,18300000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,41,117400,fwd,19380000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,45,79000,fwd,15200000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,27,86279,fwd,16849000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,90,85000,fwd,16800000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,21,120000,fwd,17800000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,27,93000,fwd,19000000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,28,114000,fwd,15533805
peugeot,2008,2017,plateado,nafta/gnc,4,manual,1.6,suv,49,129500,fwd,16500000
peugeot,2008,2017,negro,nafta,4,automatica,1.6,suv,4,124200,fwd,16888000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,10,83100,fwd,18588000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,17,62000,fwd,16900000
peugeot,2008,2017,marron,nafta,4,automatica,1.6,suv,19,108000,fwd,17300000
peugeot,2008,2017,marron,nafta,4,automatica,1.6,suv,40,86000,fwd,15800000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,60,99000,fwd,17500000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,11,50700,fwd,14000000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,90,120000,fwd,15000000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,90,61000,fwd,18000000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,13,83480,fwd,16000000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,47,95000,fwd,18500000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,49,76748,fwd,17200000
peugeot,2008,2017,gris,nafta/gnc,4,manual,1.6,suv,6,112651,fwd,18522500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,56,65000,fwd,18490000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,10,95000,fwd,15800000
peugeot,2008,2017,marron,nafta,4,automatica,1.6,suv,49,86000,fwd,15415500
peugeot,2008,2017,rojo,nafta,4,manual,1.6,suv,14,110000,fwd,14937500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,25,84000,fwd,16500000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,18,88700,fwd,18000000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,60000,fwd,18000000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,1,70000,fwd,17500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,60,110000,fwd,16371500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,3,59600,fwd,16700000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,90,68000,fwd,18000000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,90,78610,fwd,17800000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,59,98000,fwd,17900000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,13,100000,fwd,15415500
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,20,96000,fwd,18400000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,90,90000,fwd,17900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,52,119000,fwd,16610500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,55,111000,fwd,17865250
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,60,104000,fwd,16500000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,180,116000,fwd,16200000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,11,92000,fwd,16500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,28,125000,fwd,16000000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,90,116000,fwd,17000000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,31,109000,fwd,18000000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,25,61000,fwd,17327500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,21,80000,fwd,16300000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,45,108353,fwd,16790000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,2,68000,fwd,18500000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,6,95000,fwd,17000000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,41,79000,fwd,17990000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,150,64000,fwd,17925000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,44000,fwd,17900000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,11,93000,fwd,16100000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,60,150000,fwd,16500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,120,107000,fwd,16900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,180,96000,fwd,17500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,40,127000,fwd,16500000
peugeot,2008,2017,morado,nafta,4,manual,1.6,suv,41,78000,fwd,18700000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,60,102000,fwd,16500000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,7,50700,fwd,18800000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,36,80000,fwd,18500000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,60,117029,fwd,16000000
peugeot,2008,2017,negro,nafta,4,automatica,1.6,suv,180,95000,fwd,19899000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,53,98000,fwd,16900000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,270,109000,fwd,18500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,270,109500,fwd,16800000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,55,100000,fwd,17300000
peugeot,2008,2017,morado,nafta,4,manual,1.6,suv,9,95000,fwd,15800000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,54,60000,fwd,16132500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,27,65800,fwd,17500000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,45,53000,fwd,17805500
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,60,52000,fwd,18500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,18,126000,fwd,16610500
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,120,103000,fwd,15590000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,150,60000,fwd,17000000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,180,50064,fwd,16610500
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,32,65000,fwd,15900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,365,96300,fwd,15774000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,49,80000,fwd,15000000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,60,107000,fwd,17490000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,180,135000,fwd,16300000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,13,87000,fwd,16132500
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,90,107000,fwd,16450000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,3,90000,fwd,16900000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,26,77000,fwd,19000500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,35,94000,fwd,16999999
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,365,133000,fwd,15000000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,96000,fwd,17000000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,7,80000,fwd,16875000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,27,50000,fwd,17500000
peugeot,2008,2017,negro,nafta,4,automatica,1.6,suv,60,100000,fwd,16500000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,41,47800,fwd,17000000
peugeot,2008,2017,blanco,nafta,4,automatica,1.6,suv,60,69000,fwd,17500000
peugeot,2008,2017,rojo,nafta,4,manual,1.6,suv,90,105000,fwd,17327500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,31,99500,fwd,16800000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,120,58000,fwd,17327500
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,31,92000,fwd,16900000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,31,114146,fwd,19541000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,21,74000,fwd,17327500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,45,98000,fwd,16500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,30,90301,fwd,18900000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,14,50000,fwd,17400000
peugeot,2008,2017,blanco,nafta,4,automatica,1.6,suv,12,75000,fwd,17805500
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,14,113000,fwd,16700000
peugeot,2008,2017,gris,nafta,4,automatica,1.6,suv,60,80000,fwd,17327500
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,27,85000,fwd,15500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,31,160000,fwd,16400000
peugeot,2008,2017,marron,nafta,4,automatica,1.6,suv,2,126000,fwd,17447000
peugeot,2008,2017,marron,nafta,4,automatica,1.6,suv,7,50000,fwd,18522500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,33,118500,fwd,14459500
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,2,140000,fwd,15535000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,90,100000,fwd,16200000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,120,130000,fwd,18283500
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,45,42000,fwd,20076000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,300,115000,fwd,14340000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,9,91000,fwd,15535000
peugeot,2008,2017,blanco,nafta,4,automatica,1.6,suv,32,69000,fwd,17900000
peugeot,2008,2017,rojo,nafta,4,manual,1.6,suv,150,87500,fwd,14700000
peugeot,2008,2017,blanco,nafta/gnc,4,manual,1.6,suv,1,90301,fwd,16500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,120,151500,fwd,16610500
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,16,133000,fwd,15500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,60,48600,fwd,16500000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,365,86000,fwd,20315000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,1,66500,fwd,16730000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,34,87000,fwd,14220500
peugeot,2008,2017,blanco,nafta,4,automatica,1.6,suv,365,74500,fwd,19120000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,1,76000,fwd,19000000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,13,113000,fwd,16900000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,23,141000,fwd,14000000
peugeot,2008,2017,gris,nafta,4,manual,1.6,suv,14,124000,fwd,17400000
peugeot,2008,2017,blanco,nafta,4,manual,1.6,suv,90,73320,fwd,16000000
peugeot,2008,2017,blanco,nafta,4,automatica,1.6,suv,9,80000,fwd,18000000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,14,20000,fwd,18000000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,13,97000,fwd,17250000
peugeot,2008,2017,marron,nafta,4,manual,1.6,suv,38,120000,fwd,17500000
peugeot,2008,2017,negro,nafta,4,manual,1.6,suv,48,50000,fwd,16730000
peugeot,2008,2017,plateado,nafta,4,manual,1.6,suv,51,53000,fwd,17000000
