Marca,Modelo,Año,Versión,Color,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio,Combustible,Modelo_normalizado
Volkswagen,Taos,2022,1.4 250 Tsi Comfortline,,5,Automática,1.4,SUV,12.000 km,29900,Nafta,Taos
Volkswagen,Taos,2022,Highline 2022 Smart Garage,,5,Automática,1.4,SUV,44.000 km,34000,Nafta,Taos
Volkswagen,Amarok,2023,3.0 V6 Cd Highline,Gris,4,Automática,3.0,Pick-Up,41.000 km,41000,Diésel,Amarok
Volkswagen,Amarok,2020,3.0 V6 Extreme,Gris,4,Automática,3.0,Pick-Up,108.000 km,38500,Diésel,Amarok
Volkswagen,Polo,2019,1.6 Msi Comfortline,Negro,5,Manual,1.6,Compacto,69.000 km,15500,Nafta,Polo
Volkswagen,Touareg,2016,3.0 V6 I Premium 240cv - Touareg - Tiguan,Negro,5,Automática,3.0,SUV,146.000 km,37900,Diésel,Touareg
Volkswagen,Amarok,2021,2.0 Cd Tdi 180cv 4x4 Highline Pack At,Gris,4,Automática,2.0,Pick-Up,56.000 km,35500,Diésel,Amarok
Volkswagen,Saveiro,2024,1.6 Msi Comfortline Cd,,2,Manual,1.6,Pick-Up,1.000 km,24000,Nafta,Saveiro
Volkswagen,Fox,2024,Comf,,5,Automática,1.0,SUV,1.111 km,30000000,Nafta,Fox
Volkswagen,T-Cross,2024,Cross Mt,Gris,5,Manual,1.0,SUV,1.111 km,31020000,Nafta,T-cross
Volkswagen,T-Cross,2024,Cross Trendline Manual,Gris,5,Manual,1.0,SUV,111.111 km,29900000,Nafta,T-cross
Volkswagen,Polo,2024,2024 1.6 Msi Comfortline Highline,Rojo,5,Manual,1.6,Compacto,1.000 km,24530000,Nafta,Polo
Volkswagen,T-Cross,2024,Cross 2025!,Azul,5,Automática,1.0,SUV,1.111 km,34000000,Nafta,T-cross
Volkswagen,Bora,2011,2.0 Trendline 115cv,Negro,4,Manual,2.0,Sedán,155.000 km,11800000,Nafta,Bora
Volkswagen,Golf,2015,1.4 Comfortline Tsi,Azul,5,Manual,1.4,Compacto,92.000 km,21000000,Nafta,Golf
Volkswagen,Nivus,2020,1.0 Tsi Tiptronic Highline,,5,Automática,1.0,SUV,42.000 km,29500000,Nafta,Nivus
Volkswagen,Vento,2017,1.4 Highline 150cv At Ac036,,4,Automática,1.4,Sedán,115.000 km,23900000,Nafta,Vento
Volkswagen,Amarok,2017,2.0 Cd Tdi 180cv 4x2 Highline Pack At,Gris,4,Automática,2.0,Pick-Up,126.000 km,21900,Diésel,Amarok
Volkswagen,Tiguan,2011,2.0 Sport & Style Tsi 200cv,Negro,5,Manual,2.0,SUV,153.000 km,14000,Nafta,Tiguan
Volkswagen,Gol,2019,Trend 1.6 Comfortline 101cv,Gris,5,Automática,1.6,Compacto,86.000 km,14900,Nafta,Gol
Volkswagen,Passat,2013,Cc 2.0 Tdi Luxury 170cv 2013 Linea Nueva,Gris,4,Manual,2.0,Sedán,143.000 km,16900,Diésel,Passat
Volkswagen,Voyage,2012,1.6 Comfortline 101cv,Gris,4,Manual,1.6,Sedán,122.000 km,10500000,Nafta,Voyage
Volkswagen,Fox,2014,1.6 Highline,Gris,3,Manual,1.6,Compacto,108.000 km,11600,Nafta,Fox
Volkswagen,Bora,2009,2.0 Trendline 115cv Tiptronic,Gris,4,Automática,2.0,Sedán,230.000 km,7500,Nafta,Bora
Volkswagen,Vento,2016,2.5 Advance Plus 170cv,Azul,4,Manual,2.5,Sedán,54.000 km,18000,Nafta,Vento
Volkswagen,Amarok,2021,2.0 Cd Tdi 140cv Trendline,,4,Manual,2.0,Pick-Up,105.000 km,28700000,Diésel,Amarok
Volkswagen,Amarok,2020,2.0 Cd Tdi 180cv 4x4 Highline Pack,Gris,4,Manual,2.0,Pick-Up,123.000 km,29500,Diésel,Amarok
Volkswagen,Amarok,2023,2.0 Cd Tdi 140cv Trendline,,4,Manual,2.0,Pick-Up,75.000 km,32500000,Diésel,Amarok
Volkswagen,Golf,2015,1.6 Trendline,Dorado,5,Manual,1.6,Compacto,99.000 km,16000,Nafta,Golf
Volkswagen,Virtus,2020,1.6 Comfortline,,4,Manual,1.6,Sedán,131.100 km,12900,Nafta,Virtus
Volkswagen,Amarok,2021,3.0 V6 Cd Highline,Azul,4,Automática,3.0,Pick-Up,144.000 km,35900,Diésel,Amarok
Volkswagen,Gol,2011,1.4 Power 83cv,,5,Manual,1.4,Compacto,97.000 km,8500,Nafta,Gol
Volkswagen,Tiguan,2020,Allspace 1.4 250tsi Dsg,Gris,5,Automática,1.4,SUV,93.000 km,28900,Nafta,Tiguan
Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x2 Trendline,Gris,4,Manual,2.0,Pick-Up,175.000 km,19000,Diésel,Amarok
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline B33,,4,Manual,2.0,Pick-Up,170.000 km,21800000,Diésel,Amarok
Volkswagen,Amarok,2021,3.0 V6 Cd Highline,,4,Automática,3.0,Pick-Up,92.000 km,53000,Diésel,Amarok
Volkswagen,Amarok,2024,3.0 V6 Highline G2,Negro,4,Automática,3.0,Pick-Up,1.111 km,54000000,Diésel,Amarok
Volkswagen,Fox,2014,1.6 Trendline Saf,Verde,5,Manual,1.6,Compacto,52.000 km,12900,Nafta,Fox
Volkswagen,Amarok,2018,3.0 V6 Extreme,Azul,4,Automática,3.0,Pick-Up,150.000 km,43500000,Diésel,Amarok
Volkswagen,Suran,2013,1.6 Imotion Highline,,5,Automática,1.6,Monovolumen,140.000 km,13990000,Nafta/GNC,Suran
Volkswagen,Vento,2015,2.0 Advance 115 Summer Pack Eg Automoviles,Plateado,4,Manual,2.0,Sedán,87.000 km,16500,Nafta,Vento
Volkswagen,Voyage,2017,1.6 Highline 101cv,Gris,4,Manual,1.6,Sedán,71.000 km,15500,Nafta,Voyage
Volkswagen,Tiguan,2019,Allspace 2.0 Tsi Highline Dsg,,5,Automática,2.0,SUV,95.000 km,39500,Nafta,Tiguan
Volkswagen,Vento,2018,2.0 Tsi Gli 211cv App Connect + Nav Dsg,,4,Automática,2.0,Sedán,80.500 km,32000000,Nafta,Vento
Volkswagen,Crossfox,2012,1.6 Trendline,Gris,5,Manual,1.6,Compacto,110.000 km,11000,Nafta,Crossfox
Volkswagen,Up,2017,1.0 High Up! 75cv 5 P,,4,Manual,1.0,Compacto,73.000 km,13200,Nafta,Up
Volkswagen,Gol,2015,Trend 1.6 Serie 101cv ( $ 10.500.000),Gris,5,Manual,1.6,Compacto,128.000 km,10500000,Nafta,Gol
Volkswagen,Up,2018,1.0 High Up! 5 P,,4,Manual,1.0,Compacto,85.000 km,13800,Nafta,Up
Volkswagen,Gol,2013,Trend 1.6 Pack 2013 Unico Dueño (eo),Gris,5,Manual,1.6,Compacto,112.000 km,12200000,Nafta,Gol
Volkswagen,Passat,2004,Variant 1.9 I Trendline,Gris,5,Manual,1.9,Rural,235.000 km,8000000,Diésel,Passat
Volkswagen,Amarok,2024,3.0 Cd Tdi 258cv V6 Hero 4x4 At,Gris,4,Automática,3.0,Pick-Up,8.500 km,63000,Diésel,Amarok
Volkswagen,Amarok,2015,2.0 Cd Tdi 180cv 4x4 Highline C34,Verde,4,Manual,2.0,Pick-Up,109.000 km,24000,Diésel,Amarok
Volkswagen,Gol,2014,Trend 1.6 Pack I 101cv 3p,Gris,5,Manual,1.6,Compacto,94.500 km,13000000,Nafta,Gol
Volkswagen,Amarok,2022,3.0 V6 Extreme Black Style,Negro,4,Automática,3.0,Pick-Up,65.000 km,42000,Diésel,Amarok
Volkswagen,Polo,2024,1.0 Tsi 170 Highline At,,5,Automática,1.0,Compacto,17.500 km,29500000,Nafta,Polo
Volkswagen,Amarok,2017,2.0 Cd Tdi 140cv Trendline,Azul,4,Manual,2.0,Pick-Up,135.000 km,20900,Diésel,Amarok
Volkswagen,Gol,2014,Trend 1.6 Pack Ii 101cv,Negro,5,Manual,1.6,Compacto,135.000 km,9200,Nafta,Gol
Volkswagen,Vento,2010,1.9 I Luxury Dsg,Gris,4,Automática,1.9,Sedán,170.000 km,11000,Diésel,Vento
Volkswagen,Amarok,2023,V6 Extreme 2023 Smart Garage,Dorado,4,Automática,3.0,Pick-Up,30.000 km,47000,Diésel,Amarok
Volkswagen,Suran,2017,1.6 Track,,5,Manual,1.6,Monovolumen,74.000 km,15300,Nafta,Suran
Volkswagen,Nivus,2020,1.0t Tsi 200 Confortline 2020,Rojo,5,Automática,1.0,SUV,68.300 km,19500,Nafta,Nivus
Volkswagen,Fox,2024,Trendline,Gris,5,Manual,1.0,SUV,1.111 km,29500000,Nafta,Fox
Volkswagen,Up,2018,2018 1.0 Move Up! 75cv,,4,Manual,1.0,Compacto,80.000 km,15300000,Nafta,Up
Volkswagen,Crossfox,2011,2011 1.6 Highline Cuero,,5,Manual,1.6,Compacto,103.000 km,11500,Nafta,Crossfox
Volkswagen,Amarok,2012,2012 2.0 Cd Tdi 180cv 4x4 Highline C34,,4,Manual,2.0,Pick-Up,96.000 km,24000,Diésel,Amarok
Volkswagen,Crossfox,2010,1.6 Highline,Plateado,5,Manual,1.6,Compacto,168.000 km,10900,Nafta,Crossfox
Volkswagen,Up,2016,1.0 Cross Up!,Gris,4,Manual,1.0,Compacto,74.500 km,13000,Nafta,Up
Volkswagen,Vento,2017,1.4 Comfortline 150cv,,4,Manual,1.4,Sedán,108.000 km,17500,Nafta,Vento
Volkswagen,Polo,2019,1.6 Msi Comfortline,Plateado,5,Manual,1.6,Compacto,71.000 km,16800,Nafta,Polo
Volkswagen,Vento,2010,1.9 I Advance,Azul,4,Manual,1.9,Sedán,170.000 km,12000,Diésel,Vento
Volkswagen,Voyage,2010,1.6 Comfortline 101cv,Negro,4,Manual,1.6,Sedán,295.519 km,7000000,Nafta,Voyage
Volkswagen,T-Cross,2020,1.6 Highline At,,5,Automática,1.6,SUV,29.000 km,26500,Nafta,T-cross
Volkswagen,Gol,2018,Trend 1.6 Comfortline 101cv,Gris,5,Manual,1.6,Compacto,126.000 km,11500,Nafta/GNC,Gol
Volkswagen,Voyage,2012,1.6 Comfortline Plus 101cv,Gris,4,Manual,1.6,Sedán,120.000 km,10000000,Nafta,Voyage
Volkswagen,Up,2015,1.0 White Up 75cv,,4,Manual,1.0,Compacto,68.000 km,12800,Nafta,Up
Volkswagen,Taos,2021,1.4 250 Tsi Highline,,5,Automática,1.4,SUV,62.000 km,30800,Nafta,Taos
Volkswagen,Vento,2014,2.5 Luxury 170cv Tiptronic,Beige,4,Automática,2.5,Sedán,133.143 km,15000,Nafta,Vento
Volkswagen,Gol,2017,Trend 1.6 Highline 101cv,Azul,5,Manual,1.6,Compacto,124.000 km,13500,Nafta,Gol
Volkswagen,Up,2019,1.0 High Up! 75cv 5 P,,4,Manual,1.0,Compacto,56.000 km,14200,Nafta,Up
Volkswagen,Taos,2021,Highline 1.4 Tsi 250,Gris,5,Automática,1.4,SUV,60.000 km,35500000,Nafta,Taos
Volkswagen,Vento,2017,1.4 Highline 150cv At,Gris,4,Automática,1.4,Sedán,90.000 km,21000,Nafta,Vento
Volkswagen,Tiguan,2020,Allspace 1.4 Tsi Trendline 150cv Dsg,Gris,5,Automática,1.4,SUV,68.000 km,27900,Nafta,Tiguan
Volkswagen,Polo,2018,No disponible,Azul,5,Manual,1.6,Compacto,50.000 km,16100,Nafta,Polo
Volkswagen,Polo,2018,1.6 Msi Highline At,Negro,5,Automática,1.6,Compacto,96.000 km,18000,Nafta,Polo
Volkswagen,Up,2019,1.0 Take Up! Aa 75cv 5 P,Rojo,4,Manual,1.0,Compacto,88.100 km,11300,Nafta,Up
Volkswagen,Suran,2017,1.6 Track,,5,Manual,1.6,Monovolumen,60.000 km,15500,Nafta,Suran
Volkswagen,Suran,2017,1.6 Highline Msi 110cv,Rojo,5,Manual,1.6,Monovolumen,80.000 km,14600,Nafta,Suran
Volkswagen,Bora,2010,2.0 Trendline 115cv Sin Detalles Llantas,Gris,4,Manual,2.0,Sedán,150.000 km,9800,Nafta,Bora
Volkswagen,Suran,2009,1.6 I Highline 90d,Rojo,5,Manual,1.6,Monovolumen,142.000 km,10400000,Nafta,Suran
Volkswagen,Virtus,2020,1.6 Msi Highline At,Gris,4,Automática,1.6,Sedán,44.300 km,20000,Nafta,Virtus
Volkswagen,Golf,2019,2.0 Gti Tsi App Connect,,5,Automática,2.0,Compacto,52.974 km,42000,Nafta,Golf
Volkswagen,Golf,2017,1.4 Highline Tsi Dsg,Azul,5,Automática,1.4,Compacto,147.000 km,24500000,Nafta,Golf
Volkswagen,Passat,2012,2.0 Luxury Tsi 211cv,Azul,4,Manual,2.0,Sedán,98.000 km,16000,Nafta,Passat
Volkswagen,Suran,2019,1.6 Highline Msi 110cv,,5,Manual,1.6,Monovolumen,67.000 km,19900000,Nafta,Suran
Volkswagen,Passat,2008,2.0 Fsi Luxury Tiptronic,Plateado,4,Automática,2.0,Sedán,75.000 km,13500,Nafta,Passat
Volkswagen,Amarok,2017,2.0 Cd Tdi 180cv Comfortline 4x4 At,Gris,4,Automática,2.0,Pick-Up,110.000 km,26500,Diésel,Amarok
Volkswagen,Fox,2014,1.6 Highline Imotion,,5,Automática,1.6,Compacto,87.600 km,14500000,Nafta,Fox
Volkswagen,Gol,2013,Trend 1.6 Pack I 101cv 3p,,5,Manual,1.6,Compacto,145.389 km,8500000,Nafta,Gol
Volkswagen,Vento,2013,2.0 Sportline Tsi 200cv Bi-xenon,Gris,4,Manual,2.0,Sedán,60.000 km,20000,Nafta,Vento
Volkswagen,Bora,2011,1.8 Highline T 180cv,Gris,4,Manual,1.8,Sedán,71.000 km,12500,Nafta,Bora
Volkswagen,Amarok,2016,2.0 Cs Tdi 140cv 4x4 Startline,,2,Manual,2.0,Pick-Up,140.000 km,22900,Diésel,Amarok
Volkswagen,Suran,2017,1.6 Comfortline,Negro,5,Manual,1.6,Compacto,83.000 km,15000000,Nafta,Suran
Volkswagen,Fox,2016,1.6 Pepper,,5,Manual,1.6,Compacto,120.000 km,13500,Nafta,Fox
Volkswagen,Taos,2021,1.4 250 Tsi Comfortline,Gris,5,Automática,1.4,SUV,149.000 km,24500,Nafta,Taos
Volkswagen,Fox,2016,1.6 Pepper,,5,Manual,1.6,Compacto,120.000 km,13500,Nafta,Fox
Volkswagen,Taos,2021,1.4 250 Tsi Comfortline,Gris,5,Automática,1.4,SUV,149.000 km,24500,Nafta,Taos
Volkswagen,Gol,2013,Country 1.4 Power (aa+dh) 83cv,Gris,5,Manual,1.4,Rural,145.000 km,8500,Nafta,Gol
Volkswagen,Bora,2013,1.8 Highline T Tiptronic Cuero,Gris,4,Automática,1.8,Sedán,130.000 km,10700,Nafta,Bora
Volkswagen,Vento,2011,2.5 Luxury Tiptronic 170cv,Negro,4,Automática,2.5,Sedán,181.300 km,10900,Nafta,Vento
Volkswagen,Up,2019,1.0 High Up! 75cv 5 P,Gris,4,Manual,1.0,Compacto,114.000 km,16300000,Nafta,Up
Volkswagen,Passat,2018,2.0 Tsi Highline 220cv,Gris,4,Automática,2.0,Sedán,80.000 km,29500,Nafta,Passat
Volkswagen,Nivus,2024,2024 1.0 Comfortline Highline 170tsi 200tsi,Azul,5,Automática,1.0,SUV,11.111 km,30100000,Nafta,Nivus
Volkswagen,T-Cross,2024,Highline 200tsi,Gris,5,Automática,1.0,SUV,1.111 km,29300000,Nafta,T-cross
Volkswagen,Amarok,2021,3.0 V6 Cd Highline,,4,Automática,3.0,Pick-Up,73.500 km,38800,Diésel,Amarok
Volkswagen,Suran,2011,1.6 Trendline 11b,Gris,5,Manual,1.6,Monovolumen,160.000 km,10750000,Nafta,Suran
Volkswagen,Vento,2012,2.5 Luxury 170cv Tiptronic,Negro,4,Automática,2.5,Sedán,134.000 km,15500000,Nafta,Vento
Volkswagen,Gol,2015,Trend 1.6 Highline 101cv 3p,Negro,5,Manual,1.6,Compacto,79.000 km,9800,Nafta,Gol
Volkswagen,Gol,2015,Trend 1.6 Pack I 101cv 3p,,5,Manual,1.6,Compacto,116.000 km,9300,Nafta,Gol
Volkswagen,Golf,2018,2.0 Gti Tsi App Connect + Cuero,,5,Automática,2.0,Compacto,33.000 km,36900,Nafta,Golf
Volkswagen,Amarok,2012,2.0 Cd Tdi 4x4 Highline Cuero Hc4,Negro,4,Manual,2.0,Pick-Up,115.000 km,19900,Diésel,Amarok
Volkswagen,Gol,2010,Trend 1.6 Pack I 101cv,Verde,5,Manual,1.6,Compacto,130.000 km,8100,Nafta,Gol
Volkswagen,Tiguan,2018,Allspace 2.0 Tsi Comfortline Dsg,Gris,5,Automática,2.0,SUV,149.000 km,26900,Nafta,Tiguan
Volkswagen,Crossfox,2009,1.6 Trendline,Gris,5,Manual,1.6,Compacto,113.000 km,9300,Nafta,Crossfox
Volkswagen,Golf,2016,2.0 Gti Tsi App Connect + Cuero,Gris,5,Automática,2.0,Compacto,91.000 km,29500,Nafta,Golf
Volkswagen,Amarok,2019,2.0 Cd Tdi 180cv 4x2 Highline Pack At,,4,Automática,2.0,Pick-Up,112.000 km,26500,Diésel,Amarok
Volkswagen,Saveiro,2018,1.6 Cross Gp Cd 110cv Pack High,,2,Manual,1.6,Pick-Up,100.000 km,22500000,Nafta,Saveiro
Volkswagen,Bora,2013,1.9 Trendline I 100cv,Plateado,4,Manual,1.9,Sedán,230.000 km,10500,Diésel,Bora
Volkswagen,Up,2017,1.0 Cross Up!,Rojo,4,Manual,1.0,Compacto,102.000 km,15600000,Nafta,Up
Volkswagen,Taos,2022,1.4 250 Tsi Highline,Gris,5,Automática,1.4,SUV,65.000 km,37500000,Nafta,Taos
Volkswagen,Gol,2009,Trend 1.6 Pack I 101cv,Gris,5,Manual,1.6,Compacto,152.000 km,8200,Nafta,Gol
Volkswagen,Bora,2012,2.0 Trendline 115cv,Negro,4,Manual,2.0,Sedán,95.000 km,11000,Nafta,Bora
Volkswagen,Amarok,2018,3.0 V6,,4,Manual,2.0,Pick-Up,130.000 km,31999,Diésel,Amarok
Volkswagen,Amarok,2024,3.0 Cd Tdi 258cv V6 Extreme 4x4 At,,4,Automática,3.0,Pick-Up,5.000 km,55000,Diésel,Amarok
Volkswagen,Gol,2016,Trend 1.6 Highline 101cv,,5,Manual,1.6,Compacto,104.000 km,14500000,Nafta,Gol
Volkswagen,Gol,2013,Trend 1.6 Pack Iii 101cv,Gris,5,Manual,1.6,Compacto,118.000 km,10500,Nafta,Gol
Volkswagen,Polo,2018,1.6 Msi Comfortline,,5,Manual,1.6,Compacto,72.000 km,15900,Nafta,Polo
Volkswagen,Scirocco,2016,2.0 Tsi 211cv Dsg,,2,Automática,2.0,No disponible,46.000 km,38500,Nafta,Scirocco
Volkswagen,Amarok,2010,2.0 Cd Tdi 163cv 4x4 Highline 1h0,Gris,4,Manual,2.0,Pick-Up,200.000 km,15900,Diésel,Amarok
Volkswagen,Amarok,2021,2.0 Cd Tdi 140cv Trendline,Dorado,4,Manual,2.0,Pick-Up,18.500 km,32500000,Diésel,Amarok
Volkswagen,Suran,2016,1.6 Trendline,Rojo,5,Manual,1.6,Monovolumen,84.400 km,11500,Nafta,Suran
Volkswagen,Up,2018,1.0 High Up! 75cv 5 P,,4,Manual,1.0,Compacto,134.000 km,16000000,Nafta,Up
Volkswagen,Amarok,2023,3.0 V6 Extreme,,4,Automática,3.0,Pick-Up,55.000 km,54000000,Diésel,Amarok
Volkswagen,Polo,2024,1.0 Tsi 170 Highline At,Plateado,5,Automática,1.0,Compacto,500 km,26900,Nafta,Polo
Volkswagen,Fox,2012,1.6 Highline,Dorado,5,Manual,1.6,Compacto,190.000 km,10200,Nafta/GNC,Fox
Volkswagen,Amarok,2023,3.0 V6 Cd Highline,Azul,4,Automática,3.0,Pick-Up,36.200 km,41800,Diésel,Amarok
Volkswagen,Amarok,2015,2.0 Cd Tdi 4x4 Highline Pack At C34,Gris,4,Automática,2.0,Pick-Up,170.000 km,27500,Diésel,Amarok
Volkswagen,Gol,2017,Trend 1.6 Trendline 101cv,Plateado,5,Manual,1.6,Compacto,95.000 km,12500,Nafta,Gol
Volkswagen,Amarok,2020,3.0 V6 Cd Highline,Plateado,4,Automática,3.0,Pick-Up,140.000 km,34000,Diésel,Amarok
Volkswagen,Bora,2010,1.9 Tdi 2010 Debe Patentes E Infracciones,Negro,4,Manual,1.9,Sedán,257.000 km,6900,Diésel,Bora
Volkswagen,Vento,2021,2021 1.4 Highline 150cv At,Azul,4,Automática,1.4,Sedán,116.000 km,27200,Nafta,Vento
Volkswagen,Nivus,2024,2024 1.0 Tsi 200 Comfortline,Gris,5,Automática,1.0,SUV,1.000 km,29100000,Nafta,Nivus
Volkswagen,Nivus,2024,2024 1.0 Tsi 170 Mt Confortline Highline At,Azul,5,Manual,1.0,SUV,1.111 km,29100000,Nafta,Nivus
Volkswagen,Taos,2024,Comf,Plateado,5,Automática,1.4,SUV,1.111 km,36200000,Nafta,Taos
Volkswagen,Amarok,2024,3.0 V6 G2 Highline 4x4 Automatica,Azul,4,Automática,3.0,Pick-Up,111.111 km,61000000,Diésel,Amarok
Volkswagen,Vento,2012,2012 2.0 Luxury I 140cv Dsg,,4,Automática,2.0,Sedán,90.000 km,18000,Diésel,Vento
Volkswagen,Suran,2011,2011 1.6 Trendline 11b,,5,Manual,1.6,Monovolumen,105.000 km,12500000,Nafta,Suran
Volkswagen,Amarok,2021,2021 3.0 V6 Cd Highline,,4,Automática,3.0,Pick-Up,122.000 km,35000,Diésel,Amarok
Volkswagen,Gol,2012,1.4 Power 83cv,,5,Manual,1.4,Compacto,123.320 km,9500000,Nafta,Gol
Volkswagen,Amarok,2024,3.0 Cd Tdi 258cv V6 Extreme 4x4 At,Gris,4,Automática,3.0,Pick-Up,28.000 km,51000,Diésel,Amarok
Volkswagen,T-Cross,2019,Cross,,4,Manual,1.6,Monovolumen,93.500 km,20000,Nafta,T-cross
Volkswagen,Amarok,2015,2.0 Cd Tdi 4x4 Highline Pack At C34,,4,Automática,2.0,Pick-Up,179.000 km,28000000,Diésel,Amarok
Volkswagen,Up,2016,1.0 High Up! 75cv 5 P,Gris,4,Manual,1.0,Compacto,33.000 km,12800,Nafta,Up
Volkswagen,Bora,2013,1.8 Highline T 180cv,Gris,4,Manual,1.8,Sedán,140.000 km,12500,Nafta,Bora
Volkswagen,Suran,2018,1.6 Comfortline,Gris,5,Manual,1.6,Compacto,88.700 km,14900,Nafta,Suran
Volkswagen,Amarok,2021,3.0 V6 Extreme,,4,Automática,3.0,Pick-Up,78.000 km,42500,Diésel,Amarok
Volkswagen,Up,2016,1.0 Take Up! Aa 75cv 3p,Negro,4,Manual,1.0,Compacto,120.000 km,13100000,Nafta,Up
Volkswagen,Vento,2017,1.4 Highline 150cv At,Negro,4,Automática,1.4,Sedán,86.000 km,20000,Nafta,Vento
Volkswagen,Saveiro,2017,1.6 Gp Cs 101cv Safety,,2,Manual,1.6,Pick-Up,150.000 km,14300,Nafta/GNC,Saveiro
Volkswagen,Amarok,2013,2.0 Cs Tdi 140cv 4x2 Startline,,2,Manual,2.0,Pick-Up,97.763 km,13500,Diésel,Amarok
Volkswagen,Polo,2024,1.6 Msi Track,Gris,5,Manual,1.6,Compacto,8.000 km,19000,Nafta,Polo
Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x4 Highline Pack At,Gris,4,Automática,2.0,Pick-Up,195.000 km,22500,Diésel,Amarok
Volkswagen,Amarok,2021,3.0 V6 Extreme,Gris,4,Automática,3.0,Pick-Up,79.500 km,39500,Diésel,Amarok
Volkswagen,Amarok,2021,3.0 V6 Cd Comfortline,,4,Automática,3.0,Pick-Up,78.000 km,43500000,Diésel,Amarok
Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv 4x2 Trendline,Azul,4,Manual,2.0,Pick-Up,52.000 km,33500000,Diésel,Amarok
Volkswagen,Gol,2019,Trend 1.6 Trendline 101cv,Gris,5,Manual,1.6,Compacto,83.000 km,18800000,Nafta,Gol
Volkswagen,Taos,2022,No disponible,,5,Automática,1.4 turbo,Pick-Up,37.000 km,32000,Nafta,Taos
Volkswagen,Amarok,2017,4x4 Trendline,Gris,4,Manual,2.0,Pick-Up,140.000 km,25000,Diésel,Amarok
Volkswagen,Gol,2017,Trend 1.6 Trendline 101cv 3p,Negro,5,Manual,1.6,Compacto,90.000 km,10800,Nafta,Gol
Volkswagen,Nivus,2021,1.0 Tsi Tiptronic Comfortline,Gris,5,Automática,1.0,SUV,50.000 km,20900,Nafta,Nivus
Volkswagen,Amarok,2020,3.0 V6 Extreme 258cv,,4,Automática,3.0,Pick-Up,180.000 km,37000,Diésel,Amarok
Volkswagen,Amarok,2020,3.0 V6 Extreme 258cv Black Style,Negro,4,Automática,3.0,Pick-Up,115.000 km,38000,Diésel,Amarok
Volkswagen,Gol,2011,Trend 1.6 Pack Iii 101cv,Gris,5,Manual,1.6,Compacto,106.000 km,11800000,Nafta,Gol
Volkswagen,Suran,2007,1.6 I Highline Cuero 60e,Gris,5,Manual,1.6,Monovolumen,162.500 km,8300000,Nafta,Suran
Volkswagen,Gol,2015,Trend 1.6 Highline 101cv,,5,Manual,1.6,Compacto,118.000 km,14500000,Nafta/GNC,Gol
Volkswagen,Saveiro,2024,1.6 Msi Comfortline Cd,Gris,2,Manual,1.6,Pick-Up,1.111 km,25980000,Nafta,Saveiro
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,Gris,5,Manual,1.4,Compacto,122.000 km,9500000,Nafta,Gol
Volkswagen,Amarok,2023,3.0 V6 Extreme,Plateado,4,Automática,3.0,Pick-Up,13.000 km,47500,Diésel,Amarok
Volkswagen,Amarok,2014,2.0 Cd Tdi 4x4 Highline Pack At C34,Dorado,4,Automática,2.0,Pick-Up,132.800 km,22800,Diésel,Amarok
Volkswagen,Bora,2014,2.0 Trendline 115cv,Azul,4,Manual,2.0,Sedán,120.000 km,12000,Nafta,Bora
Volkswagen,Gol,2017,Trend 1.6 Serie 101cv 5p,,5,Manual,1.6,Compacto,100.000 km,11000,Nafta,Gol
Volkswagen,Vento,2017,2.0 Tsi Gli 211cv App Connect + Nav Dsg,Gris,4,Automática,2.0,Sedán,123.500 km,24800,Nafta,Vento
Volkswagen,Up,2017,1.0 High Up! 5p /// 2017 - 82.000km,,4,Manual,1.0,Compacto,82.000 km,14000,Nafta,Up
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x4 Highline C34,Negro,4,Manual,2.0,Pick-Up,440.000 km,18500000,Diésel,Amarok
Volkswagen,T-Cross,2021,1.6 Comfortline At,Plateado,5,Automática,1.6,SUV,40.000 km,23000,Nafta,T-cross
Volkswagen,Voyage,2017,1.6 Trenline 101cv,Negro,4,Manual,1.6,Sedán,132.000 km,11000,Nafta,Voyage
Volkswagen,Amarok,2020,3.0 V6 Cd Comfortline,,4,Automática,3.0,Pick-Up,100.000 km,30000,Diésel,Amarok
Volkswagen,Golf,2016,2.0 Gti Tsi,,5,Automática,2.0,Compacto,39.500 km,34000,Nafta,Golf
Volkswagen,Amarok,2017,3.0 V6,Gris,4,Automática,3.0,Pick-Up,73.200 km,39000,Diésel,Amarok
Volkswagen,Suran,2018,1.6 Imotion Highline 110cv,Gris,5,Automática,1.6,Monovolumen,148.000 km,12900,Nafta,Suran
Volkswagen,Up,2018,1.0 High Up!,Rojo,4,Manual,1.0,Compacto,73.000 km,12500,Nafta,Up
Volkswagen,T-Cross,2020,1.6 Highline At,Negro,5,Automática,1.6,SUV,60.000 km,24900,Nafta,T-cross
Volkswagen,Tiguan,2021,Allspace 1.4 Tsi Trendline 150cv Dsg,,5,Automática,1.4,SUV,91.000 km,33000,Nafta,Tiguan
