Marca,Modelo,Año,Versión,Color,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio,Combustible,Modelo_normalizado
Citroën,C3,2020,1.6 Vti 115 Feel,Rojo,5,Manual,1.6,Compacto,107.000 km,17100000,Nafta,C3
Citroën,Ds3,2015,1.6 Vti 120 So Chic,,3,Manual,1.6,Compacto,48.000 km,16900000,Nafta,Ds3
Citroën,C3,2020,1.6 Vti 115 Live,Negro,5,Manual,1.6,Compacto,25.297 km,17000000,Nafta,C3
Citroën,C4,2017,Lounge 1.6 Hdi 115 Feel Pack,,4,Manual,1.6,Sedán,99.000 km,17000000,Diésel,C4
Citroën,C4,2014,Lounge 1.6 Tendence Hdi 115cv,Gris,4,Manual,1.6,Sedán,81.635 km,7800,Diésel,C4
Citroën,C4,2018,Cactus 1.2 Puretech 110 At6 S&s Shine,,5,Automática,1.2,SUV,72.000 km,11234500,Nafta,C4
Citroën,C4,2018,Cactus 1.2 Puretech 110 At6 S&s Shine,,5,Automática,1.2,SUV,72.000 km,17989900,Nafta,C4
Citroën,C3,2024,1.6 16v Vti 115 Feel Pack At,Gris,5,Automática,1.6,Compacto,14.000 km,25900000,Nafta,C3
Citroën,C3,2024,1.6 16v Vti 115 Feel Pack At,Gris,5,Automática,1.6,Compacto,9.000 km,26500000,Nafta,C3
Citroën,C4,2017,Lounge 1.6 Hdi 115 Feel Pack,,4,Manual,1.6,Sedán,99.000 km,16500000,Diésel,C4
Citroën,C4,2018,Lounge 1.6 Thp 165 At6 Shine,Plateado,4,Automática,1.6,Sedán,90.000 km,12960600,Nafta,C4
Citroën,C3,2017,Aircross 1.6 Vti 115 Shine Kicks 2008 Pulse,Rojo,5,Manual,1.6,Compacto,70.000 km,16000000,Nafta,C3
Citroën,C4,2024,Cactus 1.6 Thp 165 Shine At6,Gris,4,Automática,1.6,SUV,14.000 km,27500000,Nafta,C4
Citroën,Berlingo,2023,Multispace 1.6 Xtr 115 Am18,Plateado,5,Manual,1.6,Monovolumen,15.000 km,26489900,Nafta,Berlingo
Citroën,Berlingo,2023,Multispace 1.6 Xtr 115 Am18,Plateado,5,Manual,1.6,Monovolumen,63.000 km,24989900,Nafta,Berlingo
Citroën,C3,2011,Aircross 1.6 16v Sx,Negro,5,Manual,1.6,Compacto,108.000 km,11800000,Nafta,C3
Citroën,C4,2018,Lounge 1.6 Thp 165 At6 Shine,Plateado,4,Automática,1.6,Sedán,90.000 km,16489900,Nafta,C4
Citroën,C4,2024,Cactus 1.6 Thp 165 Shine At6,Gris,4,Automática,1.6,SUV,14.600 km,27500000,Nafta,C4
Citroën,C3,2016,1.6 Vti 115 Shine,Rojo,5,Manual,1.6,Compacto,87.000 km,14990000,Nafta,C3
Citroën,C3,2019,1.6 Vti 115 Urban Trail,Marrón,5,Manual,1.6,Compacto,108.000 km,14500,Nafta,C3
Citroën,Berlingo,2023,Multispace 1.6 Xtr Hdi 92 Am18,Plateado,5,Manual,1.6,Monovolumen,17.000 km,24000,Diésel,Berlingo
Citroën,Berlingo,2023,Multispace 1.6 Xtr Hdi 92 Am18,Gris,5,Manual,1.6,Monovolumen,17.000 km,24120,Diésel,Berlingo
Citroën,Berlingo,2023,Multispace 1.6 Xtr Hdi 92 Am18,Plateado,5,Manual,1.6,Monovolumen,15.000 km,13900000,Diésel,Berlingo
Citroën,C4,2014,Lounge 1.6 Exclusive 6at Thp 163cv Am16,,4,Automática,1.6,Sedán,99.000 km,12500000,Nafta,C4
Citroën,C3,2018,1.6 Vti Infinit,Plateado,5,Automática,1.6,Compacto,79.000 km,16200000,Nafta,C3
Citroën,C3,2014,1.5 I 90cv Tendance Pack Secure,Azul,5,Manual,1.5,Compacto,52.801 km,13200000,Nafta,C3
Citroën,C3,2013,1.6 Exclusive Pack Myway Vti 115cv,Rojo,5,Manual,1.6,Compacto,115.000 km,11500,Nafta,C3
Citroën,C3,2015,Aircross 1.6 Vti 115 Tendance,Plateado,5,Manual,1.6,Compacto,75.000 km,14790900,Nafta,C3
Citroën,C3,2019,1.6 Vti 115 At6 Feel,Marrón,5,Automática,1.6,Compacto,41.000 km,13999,Nafta,C3
Citroën,C3,2013,Picasso 1.6 Exclusive 110cv,,5,Manual,1.6,Compacto,77.000 km,7500000,Nafta,C3
Citroën,C4,2018,Cactus 1.2 Puretech 110 At6 S&s Shine (bruno M.),Rojo,5,Automática,1.2,SUV,60.000 km,16800000,Nafta,C4
Citroën,C3,2024,Aircross 1.0 Shine Turbo 200 Cvt Bitono 7as,,5,Automática,1.0,SUV,20.000 km,30900000,Nafta,C3
Citroën,C3,2013,Aircross 1.6 16v Sx High Tech,Marrón,5,Manual,1.6,Compacto,148.000 km,9500,Nafta,C3
Citroën,C4,2019,Cactus 1.6 Vti 115 Live,,5,Manual,1.6,SUV,51.777 km,17700000,Nafta,C4
Citroën,C3,2021,1.6 Vti 115 Feel,,5,Manual,1.6,Compacto,49.879 km,18900000,Nafta,C3
Citroën,C3,2014,1.6 Vti 115 Tendance,Negro,5,Manual,1.6,Compacto,130.000 km,13500000,Nafta,C3
Citroën,C4,2022,Cactus 1.6 Vti 115 Feel,Negro,5,Manual,1.6,SUV,44.600 km,20600,Nafta,C4
Citroën,C3,2013,Aircross 1.6 16v Sx High Tech - Liv Motors,,5,Manual,1.6,Compacto,123.000 km,9500,Nafta,C3
Citroën,C3,2018,Aircross 1.6 Vti 115 Feel At6,Gris,5,Automática,1.6,Compacto,83.000 km,17899090,Nafta,C3
Citroën,C4,2012,1.6 X Pack Look Año 2012 - Liv Motors,Negro,5,Manual,1.6,Compacto,119.000 km,8400,Nafta,C4
Citroën,C4,2018,Cactus 1.2 Puretech 110 At6 S&s Shine,,5,Automática,1.2,SUV,94.000 km,18890900,Nafta,C4
Citroën,C3,2019,Aircross 1.6 Vti 115 Feel,,5,Manual,1.6,Compacto,79.076 km,17300000,Nafta,C3
Citroën,C4,2017,1.6 Feel Vti 115,Gris,4,Manual,1.6,Sedán,132.387 km,12900000,Nafta,C4
Citroën,C4,2013,1.6 X Pack Look,Gris,5,Manual,1.6,Compacto,138.000 km,11500000,Nafta,C4
Citroën,C4,2013,1.6 X Pack Look,Gris,5,Manual,1.6,Compacto,138.000 km,11500000,Nafta,C4
Citroën,Cactus,2021,Thp 165 Eat6 Shine Am21 Kicks Cross C3 Aircross,Negro,5,Automática,1.6,SUV,95.000 km,21000000,Nafta,Cactus
Citroën,C3,2012,Aircross 1.6 16v Exclusive,Gris,5,Manual,1.6,Compacto,106.548 km,13550000,Nafta,C3
Citroën,C3,2012,Aircross 1.6 16v Sx,,5,Manual,1.6,Compacto,116.000 km,13000000,Nafta,C3
Citroën,C4,2022,Cactus 1.6 Vti 115 At6 Feel Pk,Plateado,5,Automática,1.6,SUV,53.000 km,23900000,Nafta,C4
Citroën,C4,2014,Lounge 1.6 Exclusive 6at Thp 163cv,,4,Automática,1.6,Sedán,160.000 km,11500,Nafta,C4
Citroën,C4,2020,Cactus 1.6 Vti 115 Feel Muy Buen Estado (ig),Negro,5,Manual,1.6,SUV,43.000 km,20200000,Nafta,C4
Citroën,C3,2024,Aircross 1.0 Shine Turbo 200 Cvt 7as,,5,Automática,1.0,SUV,20.278 km,27500000,Nafta,C3
Citroën,C3,2021,Aircross 1.6 Vti 115 Feel,Gris,5,Manual,1.6,Compacto,45.355 km,20400000,Nafta,C3
Citroën,C3,2020,Aircross 1.6 Vti 115 Feel,Rojo,5,Manual,1.6,Compacto,50.900 km,16300,Nafta,C3
Citroën,C3,2014,Picasso 1.6 Vti 115 Tendance,Gris,5,Manual,1.6,Compacto,100.000 km,8900,Nafta,C3
Citroën,C3,2020,1.6 Vti 115 At6 Feel,Marrón,5,Automática,1.6,Compacto,81.800 km,16300000,Nafta,C3
Citroën,Berlingo,2016,Multispace Xtr 2016 Hdi Smart Garage,Gris,5,Manual,1.6,Monovolumen,92.000 km,15200,Diésel,Berlingo
Citroën,Berlingo,2018,"Multispace 1,6 Hdi 92 Xtr Bl",Gris,5,Manual,1.6,Monovolumen,119.386 km,17150000,Diésel,Berlingo
Citroën,Xsara,2008,Picasso 2.0 Fase2 I Exclusiv 138cv,Gris,5,Manual,2.0,Monovolumen,170.500 km,8500000,Nafta,Xsara
Citroën,C4,2017,Lounge 1.6 Thp 165 At6 Feel,Gris,4,Automática,1.6,Sedán,110.000 km,11700,Nafta,C4
Citroën,C3,2014,Aircross 1.6 Vti 115 Exclusive,Plateado,5,Manual,1.6,Compacto,85.000 km,14000000,Nafta,C3
Citroën,C3,2019,1.6 Vti 115 Urban Trail,Marrón,5,Manual,1.6,Compacto,44.000 km,18000000,Nafta,C3
Citroën,Berlingo,2017,1.6 Hdi 92 Bussines Mixto,,5,Manual,1.6,Light Truck,89.000 km,17000000,Diésel,Berlingo
Citroën,C5,2020,Aircross 1.6 Thp Eat6 Feel Pack,,5,Automática,1.6,SUV,85.000 km,30600000,Nafta,C5
Citroën,C4,2021,Cactus 1.6 Thp 165 At6 Shine,Negro,4,Automática,1.6,SUV,95.986 km,21500000,Nafta,C4
Citroën,C3,2014,1.6 Exclusive Pack Myway Vti 115cv,Gris,5,Manual,1.6,Compacto,75.000 km,11900,Nafta,C3
Citroën,C3,2017,Aircross Shine Mt At Exclusive Feel Pack C4,Gris,5,Manual,1.6,SUV,70.000 km,16990000,Nafta,C3
Citroën,C3,2016,Aircross 1.6 Vti 115 Feel,,5,Manual,1.6,Compacto,212.000 km,13200000,Nafta,C3
Citroën,C4,2017,1.6 Feel Hdi 92,Negro,4,Manual,1.6,Sedán,130.000 km,12500,Diésel,C4
Citroën,Berlingo,2017,1.6 Hdi 92 Bussines Mixto,Plateado,5,Manual,1.6,Light Truck,278.000 km,11300,Diésel,Berlingo
Citroën,C4,2023,Cactus 1.6 Vti 115 At6 Shine,Gris,5,Manual,1.6,SUV,16.000 km,24490000,Nafta,C4
Citroën,Berlingo,2024,Furgon 1.6 Vti 115 Business // Forcammo,,5,Manual,1.6,Light Truck,22.000 km,24000000,Nafta,Berlingo
Citroën,C4,2021,Cactus 1.6 Vti 115 Feel Pk,Negro,5,Manual,1.6,SUV,53.000 km,21000000,Nafta,C4
Citroën,C4,2023,Cactus 1.6 Vti 115 Feel Pk,Plateado,5,Manual,1.6,SUV,20.000 km,19500,Nafta,C4
Citroën,C3,2021,Aircross 1.6 Vti 115 Feel,Gris,5,Manual,1.6,Compacto,78.000 km,20000000,Nafta,C3
Citroën,C4,2018,Cactus 1.6 Vti 115 At6 Feel Pk,Azul,5,Automática,1.6,SUV,76.500 km,18500000,Nafta,C4
Citroën,C3,2016,1.6 Vti 115 Shine 2016 Leerdescr(eso),,5,Manual,1.6,Compacto,97.538 km,9935000,Nafta,C3
Citroën,C3,2014,Picasso 1.6 Exclusive 115cv,Plateado,5,Manual,1.6,Compacto,125.000 km,5300000,Nafta,C3
Citroën,Jumpy,2023,1.6 L3 Hdi 115 Business // Pocos Km,,3,Manual,1.6,Light Truck,22.000 km,34900000,Diésel,Jumpy
Citroën,C4,2022,Cactus 1.6 Vti 115 Feel,,5,Manual,1.6,SUV,20.900 km,23200000,Nafta,C4
Citroën,C4,2021,Cactus 1.6 Thp 165 At6 Shine,Negro,4,Automática,1.6,SUV,20.000 km,19750,Nafta,C4
Citroën,C3,2017,Aircross 1.6 Vti 115 Shine,,5,Manual,1.6,Compacto,81.000 km,17000000,Nafta,C3
Citroën,C4,2016,Lounge 1.6 Thp 165 Feel Pack,,4,Manual,1.6,Sedán,80.000 km,15500000,Nafta,C4
Citroën,C3,2013,Picasso 1.6 16v Sx,,5,Manual,1.6,Compacto,95.000 km,11500000,Nafta,C3
Citroën,C4,2020,Cactus 1.6 Vti 115 Feel Pk E,Negro,5,Manual,1.6,SUV,117.000 km,19000000,Nafta,C4
Citroën,C3,2016,Aircross 1.5 Vti 90 Live,,5,Manual,1.6,Compacto,56.000 km,12500000,Nafta,C3
Citroën,C3,2017,Aircross,Negro,5,Manual,1.6,Compacto,110.000 km,16000000,Nafta,C3
Citroën,C3,2020,1.6 Vti 115 Feel,Rojo,5,Manual,1.6,Compacto,120.000 km,16990990,Nafta,C3
Citroën,C3,2018,Aircross 1.6 Vti 115 Feel At6 N,,5,Automática,1.6,Compacto,115.000 km,16500000,Nafta,C3
Citroën,C4,2015,Lounge 2.0 Origine E,,4,Manual,2.0,Sedán,85.000 km,13800000,Nafta,C4
Citroën,C4,2020,Cactus 1.6 Vti 115 Feel,Rojo,5,Manual,1.6,SUV,25.000 km,20500000,Nafta,C4
Citroën,C4,2017,Lounge 1.6 Thp 165 At6 Shine,Gris,4,Automática,1.6,Sedán,76.000 km,16000000,Nafta,C4
Citroën,C4,2016,Lounge 2.0 Origine Am16,Plateado,4,Manual,2.0,Sedán,124.000 km,13500000,Nafta,C4
Citroën,C3,2015,Picasso 1.6 Tendance 115cv,Gris,5,Manual,1.6,Compacto,149.000 km,12500000,Nafta,C3
Citroën,C3,2014,1.5 Origine Pack Zenith I 90cv,,5,Manual,1.5,Compacto,129.000 km,12000000,Nafta,C3
Citroën,Berlingo,2023,Multispace 1.6 Xtr 115 Am18,,5,Manual,1.6,Monovolumen,55.500 km,23000000,Nafta,Berlingo
Citroën,C4,2022,Cactus 1.6 Vti 115 Feel,Gris,5,Manual,1.6,SUV,73.000 km,20500000,Nafta,C4
Citroën,C4,2017,Picasso 1.6 Thp Feel Pack 165cv,Gris,5,Manual,1.6,Monovolumen,112.000 km,15900,Nafta,C4
Citroën,C4,2017,Lounge 1.6 S Edition Thp 165cv,Gris,4,Manual,1.6,Sedán,99.000 km,7700000,Nafta,C4
Citroën,C3,2016,Aircross 1.6 Vti 115 Feel,,5,Manual,1.6,Compacto,99.000 km,15989900,Nafta,C3
Citroën,C4,2016,Lounge 1.6 Exclusive 6at Thp 165cv Am16,,4,Automática,1.6,Sedán,80.478 km,16990000,Nafta,C4
Citroën,C4,2024,Cactus 1.6 Noir 165 At6,Negro,5,Automática,1.6,SUV,20.000 km,24800,Nafta,C4
Citroën,C4,2019,Cactus1.6 Thp 165 Shine At - Motormax,Negro,5,Automática,1.6,SUV,100.000 km,20000000,Nafta,C4
Citroën,C3,2017,1.5 Feel 90cv,,5,Manual,1.5,Compacto,88.000 km,15900000,Nafta,C3
Citroën,C3,2024,Automa. Nuevo Bi-color,,5,Automática,1.6,Compacto,3.000 km,7200,Nafta,C3
Citroën,C3,2016,Aircross 1.6 Vti 115 Shine - Liv Motors,,5,Manual,1.6,Compacto,61.000 km,12900,Nafta,C3
Citroën,C3,2017,1.6 Vti 115 Shine,Gris,5,Manual,1.6,Compacto,45.000 km,16900000,Nafta,C3
Citroën,C4,2017,Cactus 1.2 Puretech 110 At6 S&s Shine,Negro,5,Automática,1.2,SUV,149.000 km,13800000,Nafta,C4
Citroën,C4,2014,1.6 X Pack Look,Dorado,5,Manual,1.6,Compacto,140.000 km,5999999,Nafta,C4
Citroën,Berlingo,2017,Multispace 1.6 Xtr Hdi 92cv Bl,Gris,5,Manual,1.6,Monovolumen,133.065 km,17800000,Nafta,Berlingo
Citroën,C4,2017,Cactus 1.2 Puretech 110 At6 S&s Shine,,5,Automática,1.2,SUV,106.000 km,17500000,Nafta,C4
Citroën,C4,2017,Lounge 1.6 Hdi 115 Feel Pack,,4,Manual,1.6,Sedán,99.000 km,17989900,Diésel,C4
Citroën,C4,2022,Cactus 1.6 Vti 115 At6 Feel Pk,Negro,5,Automática,1.6,SUV,28.000 km,24500000,Nafta,C4
Citroën,C4,2020,Cactus 1.6 Vti 115 Feel Pk N,Negro,5,Manual,1.6,SUV,117.000 km,19000000,Nafta,C4
Citroën,C3,2007,1.6 Exclusive L03,Gris,5,Manual,INYECCION MULTI PUNTO,Compacto,198.000 km,10000000,Nafta,C3
Citroën,C3,2013,Aircross 1.6 Vti 115 Exclusive Como Nueva 2013!,Negro,5,Manual,1.6,Compacto,46.000 km,12900,Nafta,C3
Citroën,C4,2017,Lounge 1.6 S Edition Thp 165cv,,4,Manual,1.6,Sedán,81.000 km,15500000,Nafta,C4
Citroën,C4,2017,Picasso 1.6 Thp Feel Pack 165cv,Gris,5,Manual,1.6,Monovolumen,85.000 km,19900000,Nafta,C4
Citroën,C3,2019,Aircross 1.6 Vti 115 Feel,,5,Manual,1.6,Compacto,59.000 km,18800000,Nafta,C3
Citroën,C4,2020,Cactus 1.6 Vti 115 At6 Feel Pk,Plateado,5,Automática,1.6,SUV,90.700 km,19900000,Nafta,C4
Citroën,C4,2010,2.0 Hdi Sx Am71,Azul,5,Manual,2.0,Compacto,174.000 km,7990,Diésel,C4
Citroën,Xsara,2013,Picasso 1.6 Fase2 I Exclusive,Plateado,5,Manual,1.6,Monovolumen,120.000 km,8500000,Nafta,Xsara
Citroën,C4,2024,Cactus 1.6 Vti 115 Feel Pk,Negro,5,Manual,1.6,SUV,11.944 km,26500000,Nafta,C4
Citroën,C3,2014,1.6 Exclusive Vti 115cv,Gris,5,Manual,1.6,Compacto,165.000 km,10400,Nafta,C3
Citroën,C4,2018,Cactus 1.6 Thp 165 At6 Shine,Gris,4,Automática,1.6,SUV,78.000 km,16990,Nafta,C4
Citroën,C4,2022,Cactus 1.6 Vti 115 Feel,Gris,5,Manual,1.6,SUV,75.000 km,21500000,Nafta,C4
Citroën,C3,2018,Aircross 1.6 Vti 115 Feel At6 E,,5,Automática,1.6,Compacto,115.000 km,16500000,Nafta,C3
Citroën,C4,2018,Cactus 1.6 Thp 165 At6 Shine,Gris,4,Automática,1.6,SUV,78.000 km,16990,Nafta,C4
Citroën,C3,2013,1.5 Tendance Pack Secure I 90cv,Rojo,5,Manual,1.5,Compacto,108.000 km,8900,Nafta,C3
Citroën,C3,2018,1.6 Vti 115 Feel,Rojo,5,Manual,1.6,Compacto,53.000 km,17500000,Nafta,C3
Citroën,C4,2021,Lounge 1.6 Hdi 115 Feel Pack Am19,Plateado,4,Manual,1.6,Sedán,80.000 km,18800,Diésel,C4
Citroën,C4,2019,Cactus 1.6 Vti 115 Live Bl,Gris,5,Manual,1.6,SUV,82.099 km,20300000,Nafta,C4
Citroën,C3,2017,1.6 Vti 115 Feel,Marrón,5,Manual,1.6,Compacto,101.000 km,15000000,Nafta,C3
Citroën,C3,2018,1.6 Vti 115 At6 Shine,Gris,5,Automática,1.6,Compacto,90.000 km,14500,Nafta,C3
Citroën,C4,2019,Cactus 1.6 Vti 115 Feel Pk,,5,Manual,1.6,SUV,110.000 km,19499000,Nafta,C4
Citroën,C3,2018,1.6 Vti 115 Feel,Gris,5,Manual,1.6,Compacto,105.000 km,9000000,Nafta,C3
Citroën,C4,2016,Picasso 1.6 Thp Feel 165cv,Gris,5,Manual,1.6,Monovolumen,89.200 km,18900000,Nafta,C4
Citroën,C3,2018,1.6 Vti 115 Feel,Gris,5,Manual,1.6,Compacto,105.000 km,9000000,Nafta,C3
Citroën,C4,2016,Picasso 1.6 Thp Feel 165cv,Gris,5,Manual,1.6,Monovolumen,89.200 km,18900000,Nafta,C4
Citroën,C3,2019,1.5 Feel 90cv,Rojo,5,Manual,1.5,Compacto,98.000 km,17000000,Nafta,C3
Citroën,Ds3,2014,1.6 Vti 120 So Chic,Negro,3,Manual,1.6,Compacto,50.500 km,14600,Nafta,Ds3
Citroën,Berlingo,2011,Multispace 1.6 Sx Pack 110cv Am53,Rojo,5,Manual,1.6,Monovolumen,101.000 km,13000000,Nafta,Berlingo
Citroën,C3,2018,1.6 Vti 115 At6 Feel,,5,Automática,1.6,Compacto,100.000 km,9000000,Nafta,C3
Citroën,C3,2016,1.6 Shine 2016 Unico Dueño (eo),,5,Manual,1.6,Compacto,97.000 km,9935000,Nafta,C3
Citroën,C4,2018,1.6 Feel Hdi 92 Carwestcaba,Gris,4,Manual,1.6,Sedán,91.100 km,14500000,Diésel,C4
Citroën,C4,2018,Cactus 1.2 Puretech 110 At6 S&s Shine,Azul,5,Automática,1.2,SUV,80.000 km,15200000,Nafta,C4
Citroën,Berlingo,2023,Furgon 1.6 Bussines Hdi 92cv,,5,Manual,1.6,Light Truck,115.000 km,21500000,Diésel,Berlingo
Citroën,C4,2018,Spacetourer 1.6 Thp 165 At6 Rip Curl,,5,Automática,1.6,Monovolumen,136.000 km,19090,Nafta,C4
Citroën,C4,2018,Cactus 1.2 Puretech 110 At6 S&s Shine,Negro,5,Automática,1.2,SUV,85.000 km,14000,Nafta,C4
Citroën,C4,2017,Cactus 1.2 Puretech 110 At6 S&s Shine,Negro,5,Automática,1.2,SUV,149.000 km,13800000,Nafta,C4
Citroën,C3,2016,1.5 Feel 90cv,Negro,5,Manual,1.5,Compacto,75.000 km,15490000,Nafta,C3
Citroën,C3,2018,1.6 Vti 115 Live,Gris,5,Manual,1.6,Compacto,66.000 km,16750000,Nafta,C3
Citroën,C4,2020,Cactus 1.6 Thp 165 At6 Shine,Azul,4,Automática,1.6,SUV,87.800 km,21500000,Nafta,C4
Citroën,C3,2013,Picasso 1.6 Origine 90cv,,5,Manual,1.6,Compacto,110.000 km,8800,Nafta,C3
Citroën,C4,2019,Lounge 1.6 Hdi 115 Feel Pack,,4,Manual,1.6,Sedán,60.500 km,19999,Diésel,C4
Citroën,C4,2015,Lounge 1.6 Tendance At6 Thp 163cv LG,,4,Automática,1.6,Sedán,157.400 km,16000000,Nafta,C4
Citroën,C4,2023,Cactus Vti Feel 5p 2023 Gris,Gris,5,Manual,1.6,SUV,19.000 km,23500000,Nafta,C4
Citroën,C4,2010,2.0 Sedan Sx Carwestcaba,Negro,4,Manual,2.0,Sedán,100.600 km,9900000,Nafta,C4
Citroën,C4,2020,Cactus 1.6 Vti 115 Feel,Negro,5,Manual,1.6,SUV,72.000 km,14900,Nafta,C4
Citroën,C3,2006,1.6 I Exclusive,Gris,5,Manual,1.6,Compacto,172.000 km,6100,Nafta,C3
Citroën,C3,2014,1.5 I 90cv Tendance Pack Secure,Rojo,5,Manual,1.5,Compacto,78.500 km,12500,Nafta,C3
Citroën,C4,2019,Spacetourer 1.6 Thp 165 At6 Feel Pack,Gris,5,Automática,1.6,Monovolumen,99.651 km,24990000,Nafta,C4
Citroën,C3,2024,1.6 16v Vti 115 Feel Pack At,,5,Automática,1.6,Compacto,31.800 km,20900000,Nafta,C3
Citroën,C4,2018,Cactus 1.2t Puretech 110cv At6 S&s Shine 2018,Gris,5,Automática,1.2,SUV,118.000 km,14500000,Nafta,C4
Citroën,C4,2018,Lounge 1.6 Thp 165 At6 Shine,,4,Automática,1.6,Sedán,108.000 km,14500,Nafta,C4
Citroën,C4,2015,Lounge 2.0 Tendance Pack,Gris,4,Manual,2.0,Sedán,113.000 km,11990,Nafta,C4
Citroën,C3,2018,1.6 Vti 115 Live,Gris,5,Manual,1.6,Compacto,113.000 km,13900000,Nafta,C3
Citroën,C4,2019,Cactus 1.6 Vti 115 At6 Shine Bi Tono,Gris,5,Automática,1.6,SUV,45.800 km,22990000,Nafta,C4
Citroën,C4,2013,1.6 X Pack Plus,Gris,5,Manual,1.6,Compacto,110.000 km,9500,Nafta,C4
Citroën,C3,2016,1.6 Vti 115 Feel,,5,Manual,1.6,Compacto,130.000 km,14500000,Nafta,C3
Citroën,C4,2017,1.6 Feel Vti 115,,4,Manual,1.6,Sedán,109.000 km,13400000,Nafta,C4
Citroën,C4,2022,Cactus 1.6 Vti 115 At6 Feel Pk,Gris,5,Automática,1.6,SUV,32.000 km,23900000,Nafta,C4
Citroën,C4,2017,Cactus 1.2 Puretech 110 At6 S&s Shine,Negro,5,Automática,1.2,SUV,78.000 km,15200,Nafta,C4
Citroën,C4,2015,Lounge,Plateado,4,Automática,1.6,Sedán,108.000 km,13900000,Nafta,C4
Citroën,C3,2015,1.5 Tendance Pack Secure I 90cv,Gris,5,Manual,1.5,Compacto,88.000 km,12900000,Nafta,C3
Citroën,Berlingo,2020,Furgon 1.6 Vti 115 Business,,5,Manual,1.6,Light Truck,89.000 km,8757899,Nafta/GNC,Berlingo
Citroën,Berlingo,2023,Multispace 1.6 Xtr Hdi 92 Am18,Plateado,5,Manual,1.6,Monovolumen,17.000 km,27499999,Diésel,Berlingo
Citroën,C4,2015,Lounge 1.6 Tendance At6 Thp Financio. La,,4,Automática,1.6,Sedán,158.000 km,8600000,Nafta,C4
Citroën,C4,2019,Lounge 1.6 Vti Live,Rojo,4,Manual,1.6,Sedán,76.000 km,12300,Nafta,C4
Citroën,C3,2018,1.6 Vti 115 Feel,Marrón,5,Manual,1.6,Compacto,83.000 km,16400000,Nafta,C3
Citroën,C3,2016,Aircross Feel Jj 1.6 2016,,5,Manual,1.6,SUV,211.000 km,13500000,Nafta,C3
Citroën,C3,2015,Picasso 1.6 Vti 115 Tendance Kb,Plateado,5,Manual,1.6,Compacto,97.417 km,14600000,Nafta,C3
Citroën,C4,2016,Lounge 1.6 S Edition,Gris,4,Manual,1.6,Sedán,94.000 km,14500000,Nafta,C4
Citroën,C4,2018,Lounge 1.6 Thp 165 At6 Shine Full-full Año 2018!,,4,Automática,1.6,Sedán,100.000 km,13300,Nafta,C4
Citroën,C3,2015,1.5 Tendance Pack Secure I 90cv,Gris,5,Manual,1.5,Compacto,120.000 km,7000000,Nafta,C3
Citroën,C3,2020,1.6 Vti 115 Live,Plateado,5,Manual,1.6,Compacto,69.990 km,15000,Nafta,C3
Citroën,C5,2023,Aircross Impecable Vendo O Permuto Mayor/menor,Gris,5,Automática,1.6,SUV,38.000 km,40000000,Nafta,C5
Citroën,C3,2024,1.6 16v Vti 115 Feel Pack,Gris,5,Manual,1.6,Compacto,6.000 km,19200,Nafta,C3
Citroën,C4,2014,Lounge 1.6 Exclusive 6at Thp 163cv Pack,,4,Automática,1.6,Sedán,54.000 km,14500,Nafta,C4
Citroën,C3,2015,1.5 Tendance Pack Secure I 90cv,,5,Manual,1.5,Compacto,112.000 km,9700,Nafta,C3
Citroën,C4,2016,Lounge Feel At,,4,Automática,1.6 L,Sedán,76.400 km,14990000,Nafta,C4
Citroën,C3,2011,1.4 I Sx Pack Premium Am74,Gris,5,Manual,1.4,Compacto,105.000 km,9500000,Nafta,C3
Citroën,Berlingo,2017,2017 1.6 Hdi 92 Bussines Mixto,,5,Manual,1.6,Light Truck,109.000 km,17000000,Diésel,Berlingo
Citroën,C4,2014,Lounge 1.6 Exclusive 6at Thp 163cv Am16,Gris,4,Automática,1.6,Sedán,129.000 km,16500000,Nafta,C4
Citroën,Ds3,2014,1.6 Thp 156 Sport Chic Nav,,3,Manual,1.6,Compacto,98.000 km,13987999,Nafta,Ds3
Citroën,Ds3,2014,1.6 Turbo Sport Chic 2014 98.000km Fcio T/usado,,3,Manual,1.6,Compacto,98.000 km,13988000,Nafta,Ds3
Citroën,C4,2009,2.0 Sx,Celeste,4,Manual,2.0,Sedán,137.000 km,10000000,Nafta,C4
Citroën,C4,2017,1.6 Feel Vti 115,,4,Manual,1.6,Sedán,109.000 km,13400000,Nafta,C4
Citroën,C3,2014,1.5 I 90cv Tendance Pack Secure,Negro,5,Manual,1.5,Compacto,90.000 km,8700,Nafta,C3
Citroën,C4,2015,Lounge 1.6 Tendance At6 Thp 163cv L.c,,4,Automática,1.6,Sedán,158.000 km,15500000,Nafta,C4
Citroën,C4,2015,Lounge 1.6 Tendance At6 Thp 163cv Am16 Lb,,4,Automática,1.6,Sedán,157.400 km,10500000,Nafta,C4
Citroën,C4,2016,Lounge 1.6 Tendance At6 Thp 165cv Am16,Gris,4,Automática,1.6,Sedán,90.000 km,11300,Nafta,C4
Citroën,C3,2016,1.6 Vti 115 Shine (jcf),,5,Manual,1.6,Compacto,97.600 km,13800000,Nafta,C3
Citroën,C3,2018,Aircross 1.6 Vti 115 Feel,,5,Manual,1.6,Compacto,106.000 km,16300000,Nafta,C3
